County,Venue,VenueLatitude,VenueLongitude,VenueCategory
"Collin County, Texas",Kroger Pharmacy,33.082718,-96.64466999999999,['Medical Supply Store']
"Collin County, Texas",LabCorp,32.996117,-96.667785,['Medical Center']
"Collin County, Texas",Centennial Medical Pavilion II,33.11447738311345,-96.76953848945992,"[""Doctor's Office""]"
"Collin County, Texas",Healing Care Pediatrics,33.11459361797976,-96.76976269140158,"[""Doctor's Office""]"
"Collin County, Texas",North Texas Dermatology,33.05441485245292,-96.77151178194521,['Medical Center']
"Collin County, Texas",Centennial Medical Pavilion I,33.113687165344615,-96.7693874835454,"[""Doctor's Office""]"
"Collin County, Texas",Legacy ER,33.116135,-96.700055,['Emergency Room']
"Collin County, Texas",lifepath systems,33.075055829241805,-96.70967095148974,"[""Doctor's Office""]"
"Collin County, Texas",Centennial Pediatrics,33.123681193473885,-96.749836653471,"[""Doctor's Office""]"
"Collin County, Texas",Kroger Pharmacy,33.17717563642626,-96.73533529043198,['Pharmacy']
"Collin County, Texas",Taylor Drug & Medical,33.0400247,-96.7153738,['Hospital']
"Collin County, Texas",Foot & Ankle Center of Frisco,33.122958,-96.768122,"[""Doctor's Office""]"
"Collin County, Texas",Collin County Pediatrics - Dr. Jay Schwartz,33.121827,-96.76875,"[""Doctor's Office""]"
"Collin County, Texas",Health Central Women's Care,33.114033,-96.77058000000001,"[""Doctor's Office""]"
"Collin County, Texas",Baylor Family Medical Center at Murphy,33.01218955922622,-96.62444770968506,"[""Doctor's Office""]"
"Collin County, Texas","Allergy & Asthma Center, Adults & Children, Aly El-Hag, MD, PhD, FAAAAI, FACAAI",33.1006106,-96.7721516,"[""Doctor's Office""]"
"Collin County, Texas",Kaplan Pediatrics,33.081213,-96.798633,"[""Doctor's Office""]"
"Collin County, Texas",Texas Child Neurology,33.100609999999996,-96.772824,"[""Doctor's Office""]"
"Collin County, Texas",Independence Medical Center,33.056462127708805,-96.75109999810932,"[""Doctor's Office""]"
"Collin County, Texas",Fusion Family Consulting,33.0233247,-96.7157771,"[""Doctor's Office""]"
"Collin County, Texas",Texas Health Presbyterian Hospital Allen,33.11619760012285,-96.67329208053798,['Hospital']
"Collin County, Texas",Texas Health Presbyterian MOB 2,33.11640548706055,-96.67422485351562,['Hospital']
"Collin County, Texas",Legacy Pediatrics Dr. Rhonda Merchant,33.069901,-96.779861,"[""Doctor's Office""]"
"Collin County, Texas",North Texas Dermatology,33.0011186394893,-96.68539201757928,"[""Doctor's Office""]"
"Collin County, Texas",Family Audiology,33.057241,-96.774007,"[""Doctor's Office""]"
"Collin County, Texas",DFW Asthma & Allergy Center PLLC,33.087905,-96.7976149,"[""Doctor's Office""]"
"Collin County, Texas",Regional Plastic Surgery Center,32.990553999999996,-96.665898,"[""Doctor's Office""]"
"Collin County, Texas",Frisco Eye Associates,33.1388868692711,-96.81835578983423,"[""Doctor's Office""]"
"Collin County, Texas",The Pain Relief Center,33.08136427,-96.79796537,"[""Doctor's Office""]"
"Collin County, Texas",Kroger Pharmacy,33.015215,-96.655068,['Medical Supply Store']
"Collin County, Texas",Craig Ranch Hospital,33.142921020653574,-96.70756404325634,['Hospital']
"Collin County, Texas",Kroger Pharmacy,33.0088554,-96.5758769,['Pharmacy']
"Collin County, Texas",Brady Chiropractic,33.040192,-96.734702,['Chiropractor']
"Collin County, Texas",Express Chiropractic of Frisco,33.117909,-96.799963,['Chiropractor']
"Collin County, Texas",Eye & Vision,32.99872997,-96.66287787,['Optical Shop']
"Collin County, Texas",Centennial Medical Center,33.11473233678906,-96.77085303566895,['Hospital']
"Collin County, Texas",Kroger Pharmacy,33.249900519733785,-96.78218820369949,['Pharmacy']
"Collin County, Texas",Taylor Family Chiropractic,33.128315,-96.809485,['Chiropractor']
"Collin County, Texas",PAM Rehabilitation Hospital of Allen,33.113039,-96.67648,['Rehab Center']
"Collin County, Texas",Baylor Scott & White Medical Center - Centennial,33.1142743,-96.7708937,['Hospital']
"Collin County, Texas",LabCorp,33.16167,-96.63552,['Medical Lab']
"Collin County, Texas",Costco Pharmacy,33.0446196826814,-96.69913993708312,['Pharmacy']
"Collin County, Texas",CareNow,33.1252526,-96.8047533,['Urgent Care Center']
"Collin County, Texas",CareNow,33.05704655165907,-96.76796011161514,['Urgent Care Center']
"Collin County, Texas",Summer Smiles Dental and Orthodontics,33.129315000000005,-96.67298100000001,"[""Dentist's Office""]"
"Collin County, Texas","ER @ Medical Center, McKinney",33.1605452312646,-96.63666155374513,['Emergency Room']
"Collin County, Texas",Dr. Ross Miller,33.11573989420018,-96.67705481538829,"[""Dentist's Office""]"
"Collin County, Texas",New Horizons Center for Healing,33.158477783203125,-96.63456726074219,['Mental Health Office']
"Collin County, Texas",Victor Sigoda Orthodontics,33.174795,-96.717675,"[""Dentist's Office""]"
"Collin County, Texas",Allen Family Dental,33.115776254322114,-96.70639553491371,"[""Dentist's Office""]"
"Collin County, Texas",Allen Pediatric Dentistry,33.10284387622248,-96.6989256865387,"[""Dentist's Office""]"
"Collin County, Texas",Texas Pediatric Dentistry,33.16808879,-96.73214248,"[""Dentist's Office""]"
"Collin County, Texas",Jensen Orthodontic Arts,33.168118605084814,-96.7323445036007,"[""Dentist's Office""]"
"Collin County, Texas",Avant Dentistry,33.07014566277217,-96.71136357647279,"[""Dentist's Office""]"
"Collin County, Texas",Legacy ER & Urgent Care,33.173871723011,-96.73341877747886,['Emergency Room']
"Collin County, Texas",Woodbridge Dental Group and Orthodontics,33.010664,-96.591463,"[""Dentist's Office""]"
"Collin County, Texas",Mint Dentistry - Frisco,33.116723,-96.80621,"[""Dentist's Office""]"
"Collin County, Texas",CareNow,33.101268079085514,-96.6962930560112,['Urgent Care Center']
"Collin County, Texas",Dr James Jensen,33.05319640147387,-96.76924138827671,"[""Dentist's Office""]"
"Collin County, Texas","Dr. Edwin A. McDonald, DDS",33.05322831849559,-96.76955624919086,"[""Dentist's Office""]"
"Collin County, Texas",Child's Path,33.151224808762066,-96.80718180399161,['Mental Health Office']
"Collin County, Texas",Keystone Chiropractic,33.0948217,-96.80336740000001,['Chiropractor']
"Collin County, Texas",The Joint Chiropractic,32.998697,-96.6980419,['Chiropractor']
"Collin County, Texas",PetSmart,33.124642,-96.659702,['Pet Store']
"Collin County, Texas",PetSmart,33.213386,-96.6400352,['Pet Store']
"Collin County, Texas",McKinney Animal Hospital,33.173637,-96.678977,['Veterinarian']
"Collin County, Texas",Custer McDermott Animal Hospital,33.1030352,-96.7338816,['Veterinarian']
"Collin County, Texas",Banfield Pet Hospital,33.038472,-96.701598,['Veterinarian']
"Collin County, Texas",King Animal Clinic,33.214960999999995,-96.618527,['Veterinarian']
"Collin County, Texas",Lucas Veterinary Hospital,33.094882728439316,-96.59335760526076,['Veterinarian']
"Collin County, Texas",Visionworks,33.127302,-96.729705,['Optical Shop']
"Collin County, Texas",Meadow Brook Animal Hospital,33.188513792596005,-96.73386759154921,['Veterinarian']
"Collin County, Texas",Emergency Vet Hospital Of Collin County,33.119494452183446,-96.73332003037714,['Veterinarian']
"Collin County, Texas",Alma Animal Hospital,33.0856439,-96.7120419,['Veterinarian']
"Collin County, Texas",Melissa Animal Hospital,33.282441999999996,-96.574936,['Veterinarian']
"Collin County, Texas",Collin County Veterinary Imaging Center,33.121852000000004,-96.751822,['Veterinarian']
"Collin County, Texas",High Point Animal Hospital,33.05631528674488,-96.7105638889041,['Veterinarian']
"Collin County, Texas",Brooks Eye Associates,33.1146867,-96.7599134,['Eye Doctor']
"Collin County, Texas",Parker Road Veterinary Hospital,33.027513699458815,-96.54575701492573,['Veterinarian']
"Collin County, Texas",Sinai Urgent Care,33.01193783,-96.6075374,['Urgent Care Center']
"Collin County, Texas",North Plano Animal Hospital,33.0723629,-96.7516764,['Veterinarian']
"Collin County, Texas",Coit Hedgcoxe Animal Hospital,33.088415999999995,-96.771111,['Veterinarian']
"Collin County, Texas",Animal Care Centre- Dr. Bobo,33.130124,-96.7889108,['Veterinarian']
"Collin County, Texas",Advanced Veterinary Care Of Plano,33.058273,-96.751889,['Veterinarian']
"Collin County, Texas",Parker Animal & Bird Clinic,33.041082,-96.733504,['Veterinarian']
"Collin County, Texas","Eye Source - Carey Brooks, OD",33.144573,-96.80535,['Optical Shop']
"Collin County, Texas",Sachse Veterinary Hospital,32.98850129818978,-96.57810666584321,['Veterinarian']
"Collin County, Texas",Baylor Scott & White Medical Center - McKinney,33.22134338,-96.68231198,['Medical Center']
"Collin County, Texas",Carter BloodCare,33.10205777249303,-96.70133682512115,['Medical Center']
"Collin County, Texas",Methodist Richardson Medical Group,32.99612741227267,-96.66599435719654,['Medical Center']
"Collin County, Texas",Medical Center of McKinney,33.160291654044045,-96.63704664397319,['Medical Center']
"Collin County, Texas",Village Health Partners – Independence Medical Village,33.08803322077791,-96.7483602625656,"[""Doctor's Office""]"
"Collin County, Texas",Rosemore Eye Care,33.08497399043259,-96.7921354898955,['Optical Shop']
"Collin County, Texas",CVS pharmacy,33.05955396118348,-96.73368209974501,['Pharmacy']
"Collin County, Texas",DIGESTIVE HEALTH ASSOCIATES,33.160472999999996,-96.634399,"[""Doctor's Office""]"
"Collin County, Texas",LabCorp,33.160959878440735,-96.63427417500112,['Medical Center']
"Collin County, Texas",Collin County Health Care Bldg.,33.205133000000004,-96.61326899999999,['Medical Center']
"Collin County, Texas",Medical Center of McKinney - Wysong Campus,33.19737497763115,-96.64006626878304,['Medical Center']
"Collin County, Texas",Texas Oncology,33.15979254963198,-96.63883483174794,['Medical Center']
"Collin County, Texas",Preferred Imaging,33.21565835461462,-96.63426373908797,['Medical Center']
"Collin County, Texas",MinuteClinic,33.123738794295996,-96.66180480868776,['Medical Center']
"Collin County, Texas",CareNow,33.20455001352891,-96.63942217826843,['Medical Center']
"Collin County, Texas",McKinney Medical Arts Center,33.161008,-96.634145,"[""Doctor's Office""]"
"Collin County, Texas",Smart Health & Wellness Center - Primary Care Physicians - Psychiatry - Neurology - Mckinney,33.1428151,-96.70709289999999,['Medical Center']
"Collin County, Texas",Envision Imaging of Allen,33.114270040703346,-96.67589760879719,['Medical Center']
"Collin County, Texas",Craig Ranch Surgery Center,33.1316829463546,-96.7172619903255,['Medical Center']
"Collin County, Texas",Texas Vision & Laser Center,33.198237,-96.64995,"[""Doctor's Office""]"
"Collin County, Texas",New Horizons,33.158447265625,-96.63462829589844,"[""Doctor's Office""]"
"Collin County, Texas",380 West Animal Hospital,33.217659999999995,-96.675949,['Medical Center']
"Collin County, Texas",dallas nephrology,33.1596726,-96.6371326,"[""Doctor's Office""]"
"Collin County, Texas",Village Health Partners – McKinney Medical Village,33.1752454,-96.7138074,['Medical Center']
"Collin County, Texas",Brookdale Stonebridge Ranch,33.18648634477344,-96.71283692121506,['Assisted Living']
"Collin County, Texas",Garnet Hill,33.035587188705186,-96.5943281837584,['Medical Center']
"Collin County, Texas",Target Optical,33.12344060667029,-96.66195474458533,"[""Doctor's Office""]"
"Collin County, Texas",Express family clinic,33.14238479999999,-96.6755821,"[""Doctor's Office""]"
"Collin County, Texas",Texas Oncology,33.114400259198746,-96.76921114103288,['Medical Center']
"Collin County, Texas","Leslie Campbell, DPM",33.116635339498124,-96.67421963783558,"[""Doctor's Office""]"
"Collin County, Texas","J. Carruthers, MD",33.116026,-96.675179,"[""Doctor's Office""]"
"Collin County, Texas",Allen Sports And Spine Care,33.113656,-96.6752119,"[""Doctor's Office""]"
"Collin County, Texas",Skin Specialists Of Allen,33.11369978592089,-96.67658891267848,"[""Doctor's Office""]"
"Collin County, Texas",4 The Health of It,33.111538,-96.679919,"[""Doctor's Office""]"
"Collin County, Texas",Advanced Foot And Ankle Center,33.198137,-96.69031899999999,"[""Doctor's Office""]"
"Collin County, Texas",ENTTex,33.1740945,-96.70469969999999,"[""Doctor's Office""]"
"Collin County, Texas",Kroger Pharmacy,33.11580811367808,-96.64980235727853,['Pharmacy']
"Collin County, Texas",Dermatology Specialists of McKinney,33.22115037638489,-96.68098145560867,"[""Doctor's Office""]"
"Collin County, Texas",Baylor Medical Center Physician's Building,33.22115956145048,-96.68211789543386,"[""Doctor's Office""]"
"Collin County, Texas",Modern Family Vision,33.10220399372919,-96.68376660226467,"[""Doctor's Office""]"
"Collin County, Texas",Baylor Family Medicine at McKinney,33.221306,-96.682124,"[""Doctor's Office""]"
"Collin County, Texas",Kroger Pharmacy,33.038688535849914,-96.73499356023967,['Pharmacy']
"Collin County, Texas",Dr. Steven Overn,33.19971799850464,-96.701195,"[""Doctor's Office""]"
"Collin County, Texas",Childrens Choice Pediatrics,33.198828999999996,-96.704371,"[""Doctor's Office""]"
"Collin County, Texas",McKinney Family Medicine,33.17477027001741,-96.71817736386241,"[""Doctor's Office""]"
"Collin County, Texas",Richardson Regional Cancer Center,32.996534119483584,-96.66842436013914,['Medical Center']
"Collin County, Texas",Precision Vascular,33.1318695,-96.7171882,"[""Doctor's Office""]"
"Collin County, Texas",Alpha Orthopedics,33.13298673789688,-96.7185565748595,"[""Doctor's Office""]"
"Collin County, Texas",Texas Medical Diagnostics,33.080169,-96.797617,['Medical Center']
"Collin County, Texas",Kroger Pharmacy,33.082718,-96.64466999999999,['Medical Supply Store']
"Collin County, Texas",LabCorp,32.996117,-96.667785,['Medical Center']
"Collin County, Texas",Centennial Medical Pavilion II,33.11447738311345,-96.76953848945992,"[""Doctor's Office""]"
"Collin County, Texas",Healing Care Pediatrics,33.11459361797976,-96.76976269140158,"[""Doctor's Office""]"
"Collin County, Texas",North Texas Dermatology,33.05441485245292,-96.77151178194521,['Medical Center']
"Collin County, Texas",Centennial Medical Pavilion I,33.113687165344615,-96.7693874835454,"[""Doctor's Office""]"
"Collin County, Texas",Legacy ER,33.116135,-96.700055,['Emergency Room']
"Collin County, Texas",lifepath systems,33.075055829241805,-96.70967095148974,"[""Doctor's Office""]"
"Collin County, Texas",Centennial Pediatrics,33.123681193473885,-96.749836653471,"[""Doctor's Office""]"
"Collin County, Texas",Kroger Pharmacy,33.17717563642626,-96.73533529043198,['Pharmacy']
"Collin County, Texas",Taylor Drug & Medical,33.0400247,-96.7153738,['Hospital']
"Collin County, Texas",Foot & Ankle Center of Frisco,33.122958,-96.768122,"[""Doctor's Office""]"
"Collin County, Texas",Collin County Pediatrics - Dr. Jay Schwartz,33.121827,-96.76875,"[""Doctor's Office""]"
"Collin County, Texas",Health Central Women's Care,33.114033,-96.77058000000001,"[""Doctor's Office""]"
"Collin County, Texas",Baylor Family Medical Center at Murphy,33.01218955922622,-96.62444770968506,"[""Doctor's Office""]"
"Collin County, Texas","Allergy & Asthma Center, Adults & Children, Aly El-Hag, MD, PhD, FAAAAI, FACAAI",33.1006106,-96.7721516,"[""Doctor's Office""]"
"Collin County, Texas",Kaplan Pediatrics,33.081213,-96.798633,"[""Doctor's Office""]"
"Collin County, Texas",Texas Child Neurology,33.100609999999996,-96.772824,"[""Doctor's Office""]"
"Collin County, Texas",Independence Medical Center,33.056462127708805,-96.75109999810932,"[""Doctor's Office""]"
"Collin County, Texas",Fusion Family Consulting,33.0233247,-96.7157771,"[""Doctor's Office""]"
"Collin County, Texas",Texas Health Presbyterian Hospital Allen,33.11619760012285,-96.67329208053798,['Hospital']
"Collin County, Texas",Texas Health Presbyterian MOB 2,33.11640548706055,-96.67422485351562,['Hospital']
"Collin County, Texas",Legacy Pediatrics Dr. Rhonda Merchant,33.069901,-96.779861,"[""Doctor's Office""]"
"Collin County, Texas",North Texas Dermatology,33.0011186394893,-96.68539201757928,"[""Doctor's Office""]"
"Collin County, Texas",Family Audiology,33.057241,-96.774007,"[""Doctor's Office""]"
"Collin County, Texas",DFW Asthma & Allergy Center PLLC,33.087905,-96.7976149,"[""Doctor's Office""]"
"Collin County, Texas",Regional Plastic Surgery Center,32.990553999999996,-96.665898,"[""Doctor's Office""]"
"Collin County, Texas",Frisco Eye Associates,33.1388868692711,-96.81835578983423,"[""Doctor's Office""]"
"Collin County, Texas",The Pain Relief Center,33.08136427,-96.79796537,"[""Doctor's Office""]"
"Collin County, Texas",Kroger Pharmacy,33.015215,-96.655068,['Medical Supply Store']
"Collin County, Texas",Craig Ranch Hospital,33.142921020653574,-96.70756404325634,['Hospital']
"Collin County, Texas",Kroger Pharmacy,33.0088554,-96.5758769,['Pharmacy']
"Collin County, Texas",Brady Chiropractic,33.040192,-96.734702,['Chiropractor']
"Collin County, Texas",Express Chiropractic of Frisco,33.117909,-96.799963,['Chiropractor']
"Collin County, Texas",Eye & Vision,32.99872997,-96.66287787,['Optical Shop']
"Collin County, Texas",Centennial Medical Center,33.11473233678906,-96.77085303566895,['Hospital']
"Collin County, Texas",Kroger Pharmacy,33.249900519733785,-96.78218820369949,['Pharmacy']
"Collin County, Texas",Taylor Family Chiropractic,33.128315,-96.809485,['Chiropractor']
"Collin County, Texas",PAM Rehabilitation Hospital of Allen,33.113039,-96.67648,['Rehab Center']
"Collin County, Texas",Baylor Scott & White Medical Center - Centennial,33.1142743,-96.7708937,['Hospital']
"Collin County, Texas",LabCorp,33.16167,-96.63552,['Medical Lab']
"Collin County, Texas",Costco Pharmacy,33.0446196826814,-96.69913993708312,['Pharmacy']
"Collin County, Texas",CareNow,33.1252526,-96.8047533,['Urgent Care Center']
"Collin County, Texas",CareNow,33.05704655165907,-96.76796011161514,['Urgent Care Center']
"Collin County, Texas",Summer Smiles Dental and Orthodontics,33.129315000000005,-96.67298100000001,"[""Dentist's Office""]"
"Collin County, Texas","ER @ Medical Center, McKinney",33.1605452312646,-96.63666155374513,['Emergency Room']
"Collin County, Texas",Dr. Ross Miller,33.11573989420018,-96.67705481538829,"[""Dentist's Office""]"
"Collin County, Texas",New Horizons Center for Healing,33.158477783203125,-96.63456726074219,['Mental Health Office']
"Collin County, Texas",Victor Sigoda Orthodontics,33.174795,-96.717675,"[""Dentist's Office""]"
"Collin County, Texas",Allen Family Dental,33.115776254322114,-96.70639553491371,"[""Dentist's Office""]"
"Collin County, Texas",Allen Pediatric Dentistry,33.10284387622248,-96.6989256865387,"[""Dentist's Office""]"
"Collin County, Texas",Texas Pediatric Dentistry,33.16808879,-96.73214248,"[""Dentist's Office""]"
"Collin County, Texas",Jensen Orthodontic Arts,33.168118605084814,-96.7323445036007,"[""Dentist's Office""]"
"Collin County, Texas",Avant Dentistry,33.07014566277217,-96.71136357647279,"[""Dentist's Office""]"
"Collin County, Texas",Legacy ER & Urgent Care,33.173871723011,-96.73341877747886,['Emergency Room']
"Collin County, Texas",Woodbridge Dental Group and Orthodontics,33.010664,-96.591463,"[""Dentist's Office""]"
"Collin County, Texas",Mint Dentistry - Frisco,33.116723,-96.80621,"[""Dentist's Office""]"
"Collin County, Texas",CareNow,33.101268079085514,-96.6962930560112,['Urgent Care Center']
"Collin County, Texas",Dr James Jensen,33.05319640147387,-96.76924138827671,"[""Dentist's Office""]"
"Collin County, Texas","Dr. Edwin A. McDonald, DDS",33.05322831849559,-96.76955624919086,"[""Dentist's Office""]"
"Collin County, Texas",Child's Path,33.151224808762066,-96.80718180399161,['Mental Health Office']
"Collin County, Texas",Keystone Chiropractic,33.0948217,-96.80336740000001,['Chiropractor']
"Collin County, Texas",The Joint Chiropractic,32.998697,-96.6980419,['Chiropractor']
"Collin County, Texas",PetSmart,33.124642,-96.659702,['Pet Store']
"Collin County, Texas",PetSmart,33.213386,-96.6400352,['Pet Store']
"Collin County, Texas",McKinney Animal Hospital,33.173637,-96.678977,['Veterinarian']
"Collin County, Texas",Custer McDermott Animal Hospital,33.1030352,-96.7338816,['Veterinarian']
"Collin County, Texas",Banfield Pet Hospital,33.038472,-96.701598,['Veterinarian']
"Collin County, Texas",King Animal Clinic,33.214960999999995,-96.618527,['Veterinarian']
"Collin County, Texas",Lucas Veterinary Hospital,33.094882728439316,-96.59335760526076,['Veterinarian']
"Collin County, Texas",Visionworks,33.127302,-96.729705,['Optical Shop']
"Collin County, Texas",Meadow Brook Animal Hospital,33.188513792596005,-96.73386759154921,['Veterinarian']
"Collin County, Texas",Emergency Vet Hospital Of Collin County,33.119494452183446,-96.73332003037714,['Veterinarian']
"Collin County, Texas",Alma Animal Hospital,33.0856439,-96.7120419,['Veterinarian']
"Collin County, Texas",Melissa Animal Hospital,33.282441999999996,-96.574936,['Veterinarian']
"Collin County, Texas",Collin County Veterinary Imaging Center,33.121852000000004,-96.751822,['Veterinarian']
"Collin County, Texas",High Point Animal Hospital,33.05631528674488,-96.7105638889041,['Veterinarian']
"Collin County, Texas",Brooks Eye Associates,33.1146867,-96.7599134,['Eye Doctor']
"Collin County, Texas",Parker Road Veterinary Hospital,33.027513699458815,-96.54575701492573,['Veterinarian']
"Collin County, Texas",Sinai Urgent Care,33.01193783,-96.6075374,['Urgent Care Center']
"Collin County, Texas",North Plano Animal Hospital,33.0723629,-96.7516764,['Veterinarian']
"Collin County, Texas",Coit Hedgcoxe Animal Hospital,33.088415999999995,-96.771111,['Veterinarian']
"Collin County, Texas",Animal Care Centre- Dr. Bobo,33.130124,-96.7889108,['Veterinarian']
"Collin County, Texas",Advanced Veterinary Care Of Plano,33.058273,-96.751889,['Veterinarian']
"Collin County, Texas",Parker Animal & Bird Clinic,33.041082,-96.733504,['Veterinarian']
"Collin County, Texas","Eye Source - Carey Brooks, OD",33.144573,-96.80535,['Optical Shop']
"Collin County, Texas",Sachse Veterinary Hospital,32.98850129818978,-96.57810666584321,['Veterinarian']
"Dallas County, Texas",Baylor University Medical Center,32.789929308093,-96.78046636562402,['Hospital']
"Dallas County, Texas",UT Southwestern Medical Center,32.81145572,-96.8392707,['Medical Center']
"Dallas County, Texas",Vasquez Family Medicine Clinic,32.80760629241731,-96.80888113435546,['Medical Center']
"Dallas County, Texas",UT Southwestern / Simmons Comprehensive Cancer Center,32.819902160274225,-96.84169834090073,['Medical Center']
"Dallas County, Texas",James W. Aston Ambulatory Care Center,32.812534639873014,-96.83893772281084,['Medical Center']
"Dallas County, Texas",Baylor Medical Center at Uptown,32.804262361964696,-96.79492091204322,['Medical Center']
"Dallas County, Texas",UT Southwestern Paul M. Bass Administrative & Clinical Center,32.823139366202604,-96.84627851907457,['Medical Center']
"Dallas County, Texas",The Carrell Clinic,32.87550113064637,-96.77118472185427,['Medical Center']
"Dallas County, Texas",Texas Health Presbyterian Hospital Dallas,32.88181303351843,-96.76300473694795,['Medical Center']
"Dallas County, Texas",Va Med Center Clinic 16,32.6943,-96.79003,['Medical Center']
"Dallas County, Texas",Medical and Surgical Clinic of Irving,32.8350339,-96.96208170000001,"[""Doctor's Office""]"
"Dallas County, Texas",UTSW Professional Building 1,32.817360417115985,-96.845124209104,['Medical Center']
"Dallas County, Texas",Baylor Scott & White Medical Center - Irving,32.8349739,-96.9611328,['Medical Center']
"Dallas County, Texas",Parkland Health & Hospital System,32.81302247247194,-96.83521245561522,['Hospital']
"Dallas County, Texas",Perot Building,32.881074880831825,-96.76412036805647,['Medical Center']
"Dallas County, Texas",Methodist Charlton Medical Center,32.6453975,-96.8764968,['Hospital']
